,Factor1,Factor2
2020-03-02,2.577718787871176,0.5221479394358316
2020-03-03,-0.07756781986118516,0.4069176899934938
2020-03-04,-0.5689340605984673,2.014827319072876
2020-03-05,-2.9398330285786014,0.0008959669591789288
2020-03-06,-1.8855705400000118,-0.6667100597106905
2020-03-07,1.7993974542167566,-1.9793056513368588
2020-03-08,3.717714321400644,-1.0753292651457995
2020-03-09,2.0792815524506203,0.49412111771140055
2020-03-10,3.737527172976719,-1.7899154720685395
2020-03-11,0.9401981635245412,-0.4393029420942513
2020-03-12,0.08903203857804343,-0.05832999388834424
2020-03-13,0.9530718276424796,-0.09255054212057803
2020-03-14,4.33272431332115,0.9210791033549237
2020-03-15,-0.32752866122772467,1.829113182214544
2020-03-16,4.712671104604155,1.5116376197911119
2020-03-17,-4.87516144232141,0.5823885314193287
2020-03-18,1.300168113450485,0.6208450250979438
2020-03-19,0.3591268695011258,0.21567880165885162
2020-03-20,-1.88419926520476,-0.11315331084212027
2020-03-21,0.2629490557142245,-0.6425640755755668
2020-03-22,-2.5050032125692225,-2.5595193078922653
2020-03-23,-0.643086813325939,1.3532852625802865
2020-03-24,0.5503536440016686,-0.5584658855174583
2020-03-25,2.4723508155341345,0.038132489736941416
2020-03-26,-0.7210437563933418,-2.0597954374772884
2020-03-27,-0.7720657917612374,-1.785557906584663
2020-03-28,-1.6028880245822212,-0.5003314550038255
2020-03-29,0.9315642487040723,-2.3093088776101136
2020-03-30,2.261187398494634,1.2773192352861749
2020-03-31,-2.2906163989570825,0.443906907527299
2020-04-01,0.40800846128475615,1.5263893034895644
2020-04-02,0.7227348938080338,-0.03353224126481604
2020-04-03,0.183434387456749,-0.4762769239790552
2020-04-04,-1.48823313956916,0.10553044564283193
2020-04-05,-0.848445046564181,1.382976774566337
2020-04-06,-0.029275739998275485,0.9539421160405276
2020-04-07,-1.6132599238245868,0.35995559045990005
2020-04-08,0.06964778652744119,1.1920953223606527
2020-04-09,1.2426839390810807,0.8680646036725264
2020-04-10,0.2566361552685597,2.1338502943261366
2020-04-11,-0.8507840398714385,-0.6546480193566766
2020-04-12,-3.259002958916203,-0.22116779155353467
2020-04-13,-0.22398128171225992,0.5412018254535514
2020-04-14,-0.4921936615960875,-0.636921390898133
2020-04-15,-1.0044260225028256,0.8717275414996055
2020-04-16,-0.36891100278768785,-1.9004891436818123
2020-04-17,1.9830090324148972,1.9648110943041726
2020-04-18,3.825104488089854,-2.283613980285367
2020-04-19,-1.3480038715659155,-0.7255658977001357
2020-04-20,1.1116009818914192,0.049227835242455664
2020-04-21,-0.7723139456866253,-0.7263014922843753
2020-04-22,-2.6509214129493914,0.9295196964473948
2020-04-23,-1.8059954428862603,0.5665434760346855
2020-04-24,-0.35421281270266375,-0.10035706669584284
2020-04-25,4.503851844433537,-0.2601859383934689
2020-04-26,-0.7269209024260634,-0.9604762100410212
2020-04-27,-0.7627565972023909,0.7188368035320462
2020-04-28,-0.12173277877201613,-0.43467579168006687
2020-04-29,-1.0903554114785607,0.3250387928597375
2020-04-30,3.160877386330562,1.427910138201239
2020-05-01,1.8328006906978938,-0.3741608064024251
2020-05-02,0.7099074611254422,-0.2648301971322809
2020-05-03,-2.7330872039190313,-0.05194554342461251
2020-05-04,2.267265506786029,-0.666323709942385
2020-05-05,-2.219024625175386,1.3785328187853971
2020-05-06,0.04233493564041865,-1.9652543600976569
2020-05-07,6.254821475843852,0.9635039304979256
2020-05-08,-2.81822052113603,0.8829949510571651
2020-05-09,-0.9012558055389328,0.8732437722669197
2020-05-10,0.5518003188364425,-0.6397604988599326
2020-05-11,-0.2606531440254274,-0.7575671410874801
2020-05-12,-4.539880155082472,0.8448302467749059
2020-05-13,0.8723063867051148,0.22797585754279495
2020-05-14,-2.7102025071059095,-0.1981845986977403
2020-05-15,0.5594463715429925,0.2723764569214422
2020-05-16,-1.009540503163942,0.004106409013765092
2020-05-17,3.9709200524160027,0.417391007540487
2020-05-18,-0.9846297928578578,-0.512198334753655
2020-05-19,-2.4615008623683665,1.1085208824967878
2020-05-20,2.7960941176502403,0.079313496618927
2020-05-21,-2.261799860274047,-0.9208275015476846
2020-05-22,-0.4087254216892991,0.13268134535246207
2020-05-23,1.5993751394400983,-0.9716602868987876
2020-05-24,-1.7008420898180756,-0.0521694287420461
2020-05-25,1.9411581082494955,0.07195605418922865
2020-05-26,0.5588788829920717,0.5890612481199573
2020-05-27,-0.07222168153832734,0.34267639928017757
2020-05-28,-1.8908255409633283,-0.4086961089517547
2020-05-29,-2.5099567697764247,-1.1907798574182622
2020-05-30,0.844378740300177,0.8899723738394119
2020-05-31,1.3598895950625915,1.127913332987304
2020-06-01,0.9618065569423893,-1.5050901479208925
2020-06-02,1.563737443753012,1.4690102208136282
2020-06-03,-2.4240463328574657,-0.8219844166961799
2020-06-04,-0.032367861690088595,-1.050897143310263
2020-06-05,1.112743465967572,-1.177790356719949
2020-06-06,-1.520685383404097,-0.30387604254558664
2020-06-07,4.583335671008311,0.08501505737691585
2020-06-08,1.1225128126088169,0.00985341135158271
2020-06-09,-1.867835437021539,-1.071798232063347
2020-06-10,1.560267992832324,0.5636241160918238
2020-06-11,-1.6744525400762729,0.7095246806477948
2020-06-12,1.9817173037122893,-1.0042418932001063
2020-06-13,2.4918642114090246,-0.4600880714032732
2020-06-14,-1.820470722178535,-1.698018246534852
2020-06-15,0.841857116064525,0.4125814775360544
2020-06-16,-0.007876184837107737,-0.502489486101316
2020-06-17,2.0313698399671756,-0.6083828685796322
2020-06-18,2.9875725049148496,-1.008790088469673
2020-06-19,-1.5333987455263072,-0.08409365549768857
2020-06-20,-0.72743075915692,-1.2495170660456059
2020-06-21,-2.1510123926881533,-0.029451132164914032
2020-06-22,-1.7170519694296662,1.061890414711203
2020-06-23,-0.39749448586445957,-0.21141773019213655
2020-06-24,1.1502681349293977,-2.1995752300596454
2020-06-25,-0.32407740157957743,-0.08518972360720242
2020-06-26,2.2992163831988273,1.1689302124354068
2020-06-27,0.7251043251884279,-0.6888833715305243
2020-06-28,2.8927632955981104,1.2242173753058057
2020-06-29,-0.14441079351690528,0.9410666839289819
2020-06-30,4.591201332632537,-2.039506586570919
2020-07-01,0.04771090381685002,0.388499439044006
2020-07-02,-0.6382880937520542,-0.4047936061790838
2020-07-03,-1.6478971919932213,-2.2254637897273866
2020-07-04,2.8072940038445546,2.186259978184103
2020-07-05,-1.5520382400455748,-0.44635417596241145
2020-07-06,1.8630576471946596,-0.1476173492817922
2020-07-07,1.9297229596448517,2.1253888946091606
2020-07-08,0.2629458026600745,0.13427349429418192
2020-07-09,-3.375589982307834,-1.1073472474268693
2020-07-10,-2.7413575880550543,1.6559851854812093
2020-07-11,0.44204560217491606,3.347476470340098
2020-07-12,-0.5314698242699946,-0.2359725508668883
2020-07-13,0.3101951003886554,-1.4393628969319672
2020-07-14,-4.091189406176332,0.8987446437209358
2020-07-15,0.39328407164758594,1.4553918331220521
2020-07-16,0.3836895981329397,-2.139732609767801
2020-07-17,-2.422190848388053,0.6653275169787845
2020-07-18,0.9551673875720361,0.5587368170652665
2020-07-19,0.9530223747176191,2.042173495797143
2020-07-20,-1.636049040149439,0.9018243112497875
2020-07-21,1.73871781417034,0.09184287117363193
2020-07-22,-0.2796711075403756,0.7204740059114241
2020-07-23,1.5931136267770676,-2.198930123624787
2020-07-24,1.4139716021101383,0.38506426878636524
2020-07-25,-2.139751370795382,1.4130064330884236
2020-07-26,-2.840155499864396,1.1681342606769105
2020-07-27,0.102119500139835,0.8597653119663489
2020-07-28,0.32679628899835866,1.0156956365319068
2020-07-29,1.1768039301032396,-0.12070297171041508
2020-07-30,5.545401799780285,-0.06980751113542044
2020-07-31,1.8085114159845193,1.0352551068102103
2020-08-01,2.385817560716892,-0.5777425173054103
2020-08-02,1.9792415421360285,-1.0019567351104006
2020-08-03,1.1436786888687156,0.2533665057157025
2020-08-04,-1.3372305774083943,0.13234673144612577
2020-08-05,0.77140665641144,-0.4233282284163055
2020-08-06,-2.045345395460277,1.3040290951904008
2020-08-07,-0.5763485909726509,-0.42318930570983687
2020-08-08,-1.6022086411764414,1.504045419203513
2020-08-09,-0.4144163208417666,-1.6296166180889162
2020-08-10,4.166279336338603,0.21939561564478002
2020-08-11,-3.8217455953622674,0.4843484921815868
2020-08-12,1.6543925758300795,-0.8977238061483369
2020-08-13,-2.943855191637474,1.1284517224176538
2020-08-14,-0.2994754897320747,1.8902226665303672
2020-08-15,0.8730135334848899,0.5257083172057283
2020-08-16,-0.40089294618318005,-1.0196343659297535
2020-08-17,-1.4017788165013862,-0.627303390458634
2020-08-18,-1.475711325321855,0.2079890516805699
2020-08-19,0.4376020350703719,1.8134313283080061
2020-08-20,-3.4662687760237496,-1.3064639908563034
2020-08-21,1.3559918140561478,1.5705437689455917
2020-08-22,-0.24130157307080652,-1.4631478993017237
2020-08-23,-2.3051984661899327,0.7247063833092872
2020-08-24,5.421770829711833,-1.254831429656387
2020-08-25,-0.1735519781883933,-1.1276614632473652
2020-08-26,-4.002380172912772,1.6183697185951944
2020-08-27,1.936672236974862,0.02907894232985153
2020-08-28,-1.6382098292188985,0.5871401314756479
2020-08-29,1.6351210859222904,-0.33208868710681944
2020-08-30,-2.7794014731839063,0.31400594184186353
2020-08-31,-1.2907590119065087,-1.3972548556185105
2020-09-01,1.0461132168732732,0.9157555077543609
2020-09-02,2.3798625795706023,0.22618371108671903
2020-09-03,-0.3520418418043994,-2.4800726094524492
2020-09-04,-0.7500319400181177,-0.5018986017265709
2020-09-05,-1.340914729233926,0.0717371893072408
2020-09-06,-2.0172247811318615,-0.35811333419732716
2020-09-07,3.956039504311429,-0.42558964401637
2020-09-08,1.173949299160471,0.717904055533476
2020-09-09,-2.881023030422208,-1.018926545825971
2020-09-10,2.2525268520454564,-0.6138158980059877
2020-09-11,3.3970156052101603,-1.4034584976733182
2020-09-12,2.830891213051906,2.173288187192361
2020-09-13,-1.8890345694334088,0.17128688195483766
2020-09-14,-2.3182792233879854,-0.7571720876921334
2020-09-15,2.7287250922936965,-0.7505858067160951
2020-09-16,-0.13409158591126477,-0.6210675967513652
2020-09-17,0.4980261376286288,0.8966519780390078
2020-09-18,1.9901465067709696,-0.5964968161050488
2020-09-19,-1.6182869258221897,1.1275608592332091
2020-09-20,-0.5869349431480716,-0.6550201384957596
2020-09-21,-6.2749949210292435,-1.5669131769468958
2020-09-22,-1.244821987499584,-0.41815273903891703
2020-09-23,0.07004633625421319,1.1090961793582703
2020-09-24,-2.1723280715115023,1.806627164913614
2020-09-25,2.5731244958712742,-0.8683713171268324
2020-09-26,-2.3736578802190302,-0.2501230912919976
2020-09-27,-1.5792504126510354,-0.3823332898441726
2020-09-28,0.0977362130078863,0.5134961226573648
2020-09-29,1.5341449373241196,-1.0240328404288959
2020-09-30,-4.286842362682516,-1.2984626986781926
2020-10-01,1.5464794506386625,-0.7262356012733139
2020-10-02,0.8071724556321995,-0.8194332612792781
2020-10-03,-0.9782041224389395,-1.0284646713704122
2020-10-04,1.125723391600332,-0.17408866015885477
2020-10-05,1.1170462134829688,1.6642763235119404
2020-10-06,-0.9063903503744297,0.00021144640515573937
2020-10-07,-0.791893999797751,1.9742508095876525
2020-10-08,0.04258580861544379,-0.23846044407876354
2020-10-09,-0.5151302806493183,-2.616853019692278
2020-10-10,1.9072676944487275,1.2296283133618138
2020-10-11,2.2583273874950565,0.5462542304582185
2020-10-12,-1.5163120371165164,0.1566252894799594
2020-10-13,6.069956784992065,1.006698539304658
2020-10-14,-3.7802547875465353,0.3719775907804252
2020-10-15,-0.7766374083603491,-0.7539065228759418
2020-10-16,0.635561328553366,-1.5868797426285532
2020-10-17,0.9869635556451422,-0.03281415189506301
2020-10-18,-2.7299907622464152,0.6577914727712924
2020-10-19,0.07257594415545052,-0.4533135192685078
2020-10-20,-1.3422419416886204,-0.12865880485737058
2020-10-21,-1.40474852479873,-0.6275339392899034
2020-10-22,1.5124980470974212,0.3823515634322491
2020-10-23,0.8335420946387218,-0.5104955950002731
2020-10-24,-1.381689271675819,-2.778058459363611
2020-10-25,1.6316285417008296,-0.9533397982253686
2020-10-26,0.5506850793875787,1.6878411537808775
2020-10-27,0.8394478919268777,-1.2167850163503955
2020-10-28,2.070311741365407,-0.5611495097731681
2020-10-29,-1.4765509034754976,0.009255587670827785
2020-10-30,-3.1825088112589333,-0.08645015493287979
2020-10-31,2.0744839813554163,-0.2596065294794799
2020-11-01,2.067519004911115,-1.6035137246610047
2020-11-02,-0.5148213958082454,-0.21055585026697532
2020-11-03,1.103830754639334,1.3262494120433697
2020-11-04,2.59389735322773,-0.165427828619092
2020-11-05,-1.0356585967065808,0.36449166928632715
2020-11-06,0.8328764081666459,0.38721942906223156
2020-11-07,-1.649924153475271,-0.8418277099268966
2020-11-08,-0.0624579459825441,-0.4892202126346069
2020-11-09,2.956296745991114,-0.47794239969161095
2020-11-10,1.1071803786516892,-0.36180821910909516
2020-11-11,3.199150498813086,0.06480251120904207
2020-11-12,2.369383752664241,-0.10334638249205128
2020-11-13,-0.3662341941329834,-0.277425128550552
2020-11-14,2.811850700188121,0.44537789950203444
2020-11-15,-0.7300499168361825,1.7008144619602277
2020-11-16,0.10787433340092589,-0.35849154403554084
2020-11-17,-0.1526923547939656,-1.523099333963805
2020-11-18,0.35359042175676314,-1.304223054318281
2020-11-19,2.41147915789741,0.5785121926061059
2020-11-20,0.33882713235332595,-1.645415664162001
2020-11-21,3.6528612451669735,-1.1379255293094452
2020-11-22,-2.5664607042479792,-0.6413072213660478
2020-11-23,-4.105063076143245,-0.05725002697116337
2020-11-24,1.4857907818816771,0.4765433946785037
2020-11-25,0.6748191309082483,0.5379158798925725
2020-11-26,1.6356741983618666,-0.09427461065680323
2020-11-27,0.4189752585745865,-0.1334080447391503
2020-11-28,0.4134284670672083,-0.4656150625687007
2020-11-29,-1.9962313963878007,-0.9727731038239604
2020-11-30,-0.2184808269105556,-2.004294336224494
2020-12-01,-1.4730243814449226,1.2966795051232995
2020-12-02,0.19317242045633637,1.0507442538744458
2020-12-03,-1.4568255084800847,0.25973617729366855
2020-12-04,-1.659263122249398,-0.21611320954580118
2020-12-05,-0.7895691569369195,-1.2341992283534282
2020-12-06,0.541230014057754,-1.1447646770981146
2020-12-07,0.9418101680595616,-0.22047546678222363
2020-12-08,-2.9956814086852033,-0.05317238949660098
2020-12-09,-0.7238385635736436,-1.1192080866616876
2020-12-10,-0.2192544666885428,1.4682985636099954
2020-12-11,-0.5104524198770135,-1.0770785623404047
2020-12-12,-1.296067688092232,0.1630960889788364
2020-12-13,0.10081035441936603,-1.0947148500023818
2020-12-14,-3.416268438563103,-1.382797714129605
2020-12-15,-3.154060091045339,0.4490613946932582
2020-12-16,-1.5361473048213847,0.9196658556961063
2020-12-17,-0.26276725186951005,-1.0302183216874283
2020-12-18,-0.7459113140148469,-1.3300234256187207
2020-12-19,2.210841111128807,-1.224484581063361
2020-12-20,1.0916538326157792,1.369500888233559
2020-12-21,0.6824342794099639,0.7418839795072272
2020-12-22,-0.14389363204508485,-0.21547243589189613
2020-12-23,-2.202129676256937,2.0590670614388027
2020-12-24,0.5259328497835241,1.0977859622180812
2020-12-25,-1.2209135799332553,1.732277814199782
2020-12-26,-0.8032777626719529,0.7076037886348253
2020-12-27,-3.4494986656004216,0.07031005258414799
2020-12-28,0.18075427469020575,0.7101990924107011
2020-12-29,2.759980277781797,0.3360687175959336
2020-12-30,-1.4462375118651805,0.22405662119678474
2020-12-31,1.3010699721060321,-2.089223701485522
2021-01-01,1.4271440570114295,1.41201628627915
2021-01-02,-0.5526335199437575,1.2203713989861449
2021-01-03,-1.0044947573576872,-0.009119723462882708
2021-01-04,-0.06160670417705599,0.3567708377903004
2021-01-05,-0.3780682952364959,0.2095428249117952
2021-01-06,-1.8990977689990964,0.8962772521028104
2021-01-07,1.1455469046411528,-1.1700362570557357
2021-01-08,1.6054592267332608,-0.7116728892513985
2021-01-09,3.190525003468538,2.2375772891040318
2021-01-10,1.9203307365698137,-0.7635020640996418
2021-01-11,2.9346712685867935,-0.5288710816329272
2021-01-12,-1.7138003489629803,0.9280752216222893
2021-01-13,1.7496113173965089,0.022439997257322694
2021-01-14,0.09160074789338454,0.9599680632416335
2021-01-15,4.356659769285306,-0.8571838789471621
2021-01-16,-2.3510012481644074,-0.9893236065757477
2021-01-17,-0.7693524054912197,0.2064983564218128
2021-01-18,-0.8949423475927191,-0.1915700112108855
2021-01-19,-5.234915238284435,-1.1947552232333314
2021-01-20,-2.648337318790847,-0.30460824562396344
2021-01-21,-2.1028956263697296,0.47497718395295585
2021-01-22,-0.2422147949553905,-0.35923671485282327
2021-01-23,1.7859746356660524,-0.4142697939917015
2021-01-24,4.009981152231762,0.32705661773834677
2021-01-25,0.5964333524388986,1.6394479471219785
2021-01-26,-0.7739887520426655,0.6039812849735177
2021-01-27,-1.4703023492805625,0.7908389639655484
2021-01-28,0.8130935692231205,-1.51817162752855
2021-01-29,-2.426440459510664,0.4707845071752445
2021-01-30,2.403472141839416,0.71971853553438
2021-01-31,1.9590916770258047,-0.6567839131517462
2021-02-01,-0.7605253401688744,-0.960422936734718
2021-02-02,-2.829058865605369,-1.8091537105005586
2021-02-03,3.093625999300466,0.33196772139523567
2021-02-04,-1.0957319614755072,-0.10854736039631566
2021-02-05,2.9029235205685673,-0.4172065601098583
2021-02-06,-3.539170612197688,0.9065275030467511
2021-02-07,-0.7221323326814236,0.22246282877842677
2021-02-08,0.9171113512708654,-0.8650887677160065
2021-02-09,0.7896764452189456,1.5760584994563045
2021-02-10,-0.7782095243458516,0.615491516617604
2021-02-11,1.3752020657845658,-0.5209387544578921
2021-02-12,-2.0130988351811405,-0.5264074771422307
2021-02-13,-0.691043201668614,-1.3664126291712873
2021-02-14,-0.9122126064109154,-0.40051919039065925
2021-02-15,1.5386022128408843,0.7307313137457695
2021-02-16,0.35016660439790437,-2.2328459929350988
2021-02-17,-3.5520015183507514,0.6030294788041398
2021-02-18,-3.1090245584328216,1.0063246536442578
2021-02-19,1.3095161138081237,0.6315751290372705
2021-02-20,0.46426455750073103,-0.9305140988468473
2021-02-21,-1.3957902525556078,0.26891378878670097
2021-02-22,2.7183767135115264,0.8269109337921056
2021-02-23,-0.9746210313997593,0.29398858082134327
2021-02-24,1.9485704645604405,0.908237284197021
2021-02-25,0.5503445727367278,-0.24060483861304616
2021-02-26,4.069965215549404,-1.1315096244457052
2021-02-27,2.4412718245152334,0.616584126103037
2021-02-28,-1.155737352339214,2.110792420030177
2021-03-01,0.11182657887181413,-1.1782768039103546
2021-03-02,0.8039873522387175,-0.7635201165881323
2021-03-03,1.7479846153706344,-1.9708204650803047
2021-03-04,-2.7973868588872004,1.3434598961117197
2021-03-05,0.4895340331498158,-0.9855174229043407
2021-03-06,1.054008480794131,-0.11709560623822521
2021-03-07,-3.315426619613666,-1.072917180973722
2021-03-08,-1.494602507269307,0.17795468990717864
2021-03-09,-3.556643248071353,1.55312334642089
2021-03-10,-0.1397773382472498,-1.6784659879441868
2021-03-11,0.7698723110862873,-0.5213561470687134
2021-03-12,1.9430129022790956,-1.1515408653524062
2021-03-13,1.1890834231010796,1.3970619866798335
2021-03-14,2.1924206588603763,1.3981519449535078
2021-03-15,-3.173089007323648,-0.10591991670134773
2021-03-16,-2.311557619182376,1.1937716840711483
2021-03-17,0.5324168802719811,0.6696039782017089
2021-03-18,-0.807374364406077,-0.46554295367865195
2021-03-19,1.4230578474615396,-0.2829785244618888
2021-03-20,-4.525623400153789,-0.5115095542004773
2021-03-21,0.4740281332397956,1.2288800927302141
2021-03-22,-2.3588312187768987,-0.3302031408861571
2021-03-23,1.0444737767285286,0.2299350397749646
2021-03-24,-0.08879713387403358,-0.1398467979064709
2021-03-25,-2.4671014889641096,0.4304184219527791
2021-03-26,-0.4827399576114647,1.6332249637813745
2021-03-27,-2.4808353415671403,2.323567058680972
2021-03-28,-0.05390105138634094,-0.17051668945117002
2021-03-29,1.3863573930438622,1.1230371460511095
2021-03-30,-1.9212522361680642,2.8570549829540792
2021-03-31,0.6507254416741715,-1.7077589606936252
2021-04-01,-0.3244879596692286,-0.8728192867788682
2021-04-02,-0.5012149279835869,0.2453075152746374
2021-04-03,-0.18577974383293142,0.0945954815383876
2021-04-04,-1.4374703634860944,1.9340636277042078
2021-04-05,-1.5613681710178329,-1.8133833910692325
2021-04-06,-0.7435483032004793,-1.6676465291782212
2021-04-07,3.7526372141366817,-0.6651470182025535
2021-04-08,-0.017750813731144066,-1.0385478960722423
2021-04-09,-0.43610698927609187,0.4349772577034061
2021-04-10,1.0971353485962088,1.9415202195530115
2021-04-11,0.6045567999392629,0.32757997142158013
2021-04-12,-0.22004110730468002,-0.16207826940114123
2021-04-13,0.7394965001958245,0.4478543082596514
2021-04-14,1.5292691742503817,0.6605574672289776
2021-04-15,0.2271070382391155,0.13215899482931787
2021-04-16,0.18106583148184474,0.05762076819829035
2021-04-17,-0.9720545263385925,0.01763113928715493
2021-04-18,-4.532266378569662,1.5770943813331724
2021-04-19,-2.847558054111642,0.2524479152450254
2021-04-20,3.434771931321479,0.9828000903455579
2021-04-21,2.988402246618776,-1.0302937953116833
2021-04-22,-0.20399828860914135,1.8555794890800763
2021-04-23,1.2822800072243188,-0.8336438697983631
2021-04-24,1.9396243567520324,-0.4717221366163491
2021-04-25,5.484046253256899,0.553821937516815
2021-04-26,2.0838887720326,2.391803409187098
2021-04-27,-0.287215483257932,0.3038502233368975
2021-04-28,-2.627810189667214,-0.8911034999206168
2021-04-29,-3.1047115533101763,1.1221063999069485
2021-04-30,0.781067840282074,0.8131452757287893
2021-05-01,-0.15218394304395766,-1.1518065300682205
2021-05-02,-0.8481505589266252,0.014964399684950246
2021-05-03,-1.4258809501799126,0.36319300657503495
2021-05-04,-0.8684474026476874,0.7167307560044092
2021-05-05,4.357630916603362,0.4950209203126665
2021-05-06,1.3579401515908256,-0.800066602573739
2021-05-07,2.0880208588090317,0.4090508323242672
2021-05-08,2.993361927664776,1.6987062880193604
2021-05-09,-0.05894665650861643,-2.008029712985314
2021-05-10,-0.3432981332672815,0.4346045445426885
2021-05-11,2.9472639039184623,-0.8577970975446197
2021-05-12,-0.05950900921197613,0.7642534286762174
2021-05-13,-2.3841984665515636,-1.5265755518111195
2021-05-14,-1.790272544962338,-0.31103009589463915
2021-05-15,-1.324549461583278,-1.0716260508685163
2021-05-16,-1.200217770325256,0.01280904492963783
2021-05-17,1.6469999042114525,0.17971051238152996
2021-05-18,4.713534543015041,-2.893695975617094
2021-05-19,-2.130045286462148,-0.03998283442866046
2021-05-20,1.288199941837272,0.1282556807610665
2021-05-21,-0.5755123257821381,0.9950142489559956
2021-05-22,-0.9142605670018634,0.2657278646958187
2021-05-23,-1.5672289770914867,-0.42018760142388467
2021-05-24,-1.4571909967538297,1.0633712474323969
2021-05-25,0.0935495215461006,-0.0825547327888114
2021-05-26,-1.2135749100171667,0.46420045602333093
2021-05-27,0.7423450711779751,-0.05621710318331627
2021-05-28,-1.5176044122676982,0.5473502543948561
2021-05-29,-0.9326220615688694,-1.4924704669630804
2021-05-30,-1.9314541650195036,-0.7321184565300569
2021-05-31,-1.3619862231271251,-0.2468640787119718
2021-06-01,0.7405899797883359,-1.440633590606191
2021-06-02,1.8932407093536072,-0.5864754539211849
2021-06-03,-2.6263147481141367,0.40365120262482573
2021-06-04,-0.5741131394865162,-0.04589013033019786
2021-06-05,1.1329919461895102,3.097015506714208
2021-06-06,-1.2253429211220481,0.5852778617646799
2021-06-07,1.9094201315243724,-0.5134050636664866
2021-06-08,-1.1878849334277444,-0.05327196705080292
2021-06-09,2.41948935243081,0.5223847281557197
2021-06-10,-1.5171446546051433,-0.1509477320484717
2021-06-11,-2.200548584798868,-1.6062218726202995
2021-06-12,-2.49248856454351,2.2915307363216764
2021-06-13,-0.5406530702132659,0.1718626348594195
